company_code,short_name,country,isin_code,sector_group,sector,share_currency,reference_currency
348,LF,Korea,KR7093050003,consumer,clothing and shoe manufacturers,KRW,KRW
349,Seoul Broadcg,Korea,KR7034120006,consumer,entertainment and broadcasting,KRW,KRW
350,Poongsan,Korea,KR7103140000,primary production,non—ferrous metals production and products,KRW,KRW
351,Sebang Global,Korea,KR7004490009,electrical electronic,electrical equipment,KRW,KRW
352,Samyang Hldgs,Korea,KR7000070003,industrial,diversified industrial,KRW,KRW
353,Cosmax,Korea,KR7044820009,consumer,cosmetics jewellery and luxury products,KRW,KRW
354,Dong,Korea,KR7000640003,healthcare,pharmaceuticals and biosciences,KRW,KRW
355,Handsome,Korea,KR7020000006,consumer,clothing and shoe manufacturers,KRW,KRW
356,Sindoh,Korea,KR7029530003,industrial,office equipment and supplies non—IT,KRW,KRW
357,Seah Steel,Korea,KR7003030004,primary production,steel production and products,KRW,KRW
358,Namyang Dairy,Korea,KR7003920006,consumer,food manufacturers,KRW,KRW
359,Iljin Materials,Korea,KR7020150009,technology,research and specialist materials,KRW,KRW
360,Seoyeon,Korea,KR7007860000,vehicles,auto parts and components,KRW,KRW
361,Hansae,Korea,KR7105630008,consumer,clothing and shoe manufacturers,KRW,KRW
362,Daekyo,Korea,KR7019680008,services,education,KRW,KRW
364,Doosan Engine,Korea,KR7082740002,industrial,engines and heavy machinery,KRW,KRW
365,SL,Korea,KR7005850003,vehicles,auto parts and components,KRW,KRW
366,Kiswire,Korea,KR7002240000,primary production,steel production and products,KRW,KRW
367,Iljin Display,Korea,KR7020760005,electrical electronic,electronic components,KRW,KRW
368,Ilyang Pharma,Korea,KR7007570005,healthcare,pharmaceuticals and biosciences,KRW,KRW
369,Hansol,Korea,KR7004150009,industrial,paper products (not packaging),KRW,KRW
370,Muhak,Korea,KR7033920000,consumer,beverage manufacturers,KRW,KRW
371,S&T Dynamics,Korea,KR7003570009,industrial,industrial equipment and light machinery,KRW,KRW
372,Hanjaya Mandala,Indonesia,ID1000074008,consumer,tobacco,IDR,IDR
373,Astra,Indonesia,ID1000122807,conglomerates,diversified conglomerates,IDR,IDR
374,Bank Cent Asia,Indonesia,ID1000109507,services,banking,IDR,IDR
375,Unilever Indon,Indonesia,ID1000095706,consumer,household consumables manufacturers,IDR,IDR
376,Telekom Indon,Indonesia,ID1000099104,telecommunications,diversified telecommunications,IDR,IDR
377,Bank Mandiri,Indonesia,ID1000095003,services,banking,IDR,IDR
378,Bank Rakyat,Indonesia,ID1000118201,services,banking,IDR,IDR
379,Perusahaan Gas,Indonesia,ID1000111602,utilities,gas and water utilities,IDR,IDR
380,Semen Indonesia,Indonesia,ID1000106800,primary production,cement and concrete,IDR,IDR
381,Gudang Garam,Indonesia,ID1000068604,consumer,tobacco,IDR,IDR
382,Bank Negara,Indonesia,ID1000096605,services,banking,IDR,IDR
383,Indocement,Indonesia,ID1000061302,primary production,cement and concrete,IDR,IDR
384,Kalbe Farma,Indonesia,ID1000125107,healthcare,pharmaceuticals and biosciences,IDR,IDR
385,Charoen Pok,Indonesia,ID1000117708,consumer,food manufacturers,IDR,IDR
386,Indofood Cbp,Indonesia,ID1000116700,consumer,food manufacturers,IDR,IDR
387,United Tractors,Indonesia,ID1000058407,primary production,metals and minerals mining and exploration,IDR,IDR
388,Indofood Sukses,Indonesia,ID1000057003,consumer,food manufacturers,IDR,IDR
389,Bank Danamon,Indonesia,ID1000094204,services,banking,IDR,IDR
390,Media Nusantara,Indonesia,ID1000106206,consumer,entertainment and broadcasting,IDR,IDR
391,Surya Citra,Indonesia,ID1000125305,consumer,entertainment and broadcasting,IDR,IDR
392,XL Axiata,Indonesia,ID1000102502,telecommunications,diversified telecommunications,IDR,IDR
393,Jasa Marga,Indonesia,ID1000108103,transport,roads tolls and traffic management,IDR,IDR
394,Matahari Dept,Indonesia,ID1000113301,consumer,diversified wholesale and retail,IDR,IDR
395,Elang Mahkota,Indonesia,ID1000113905,consumer,entertainment and broadcasting,IDR,IDR
396,Global Mediacom,Indonesia,ID1000105604,media publishing,advertising — marketing — media — e—commerce,IDR,IDR
397,Lippo Karawaci,Indonesia,ID1000108905,real estate,diversified real estate,IDR,IDR
398,Multi Bintang,Indonesia,ID1000079304,consumer,beverage manufacturers,IDR,IDR
399,Sarana Menara,Indonesia,ID1000128804,electrical electronic,communication and networking equipment,IDR,IDR
400,Bank CIMB Niaga,Indonesia,ID1000098007,services,banking,IDR,IDR
401,Bumi Serpong,Indonesia,ID1000110802,real estate,diversified real estate,IDR,IDR
402,Indo Tambang',Indonesia,ID1000108509,primary production,coal and coal products,IDR,IDR
403,Tower Bersama,Indonesia,ID1000116908,electrical electronic,communication and networking equipment,IDR,IDR
404,Indosat,Indonesia,ID1000097405,telecommunications,diversified telecommunications,IDR,IDR
405,Sinar Mas,Indonesia,ID1000094501,services,financial services,IDR,IDR
406,Bk Tabungan Pen,Indonesia,ID1000118508,services,banking,IDR,IDR
407,Bayan Resources,Indonesia,ID1000111701,primary production,coal and coal products,IDR,IDR
408,Mayora Indah,Indonesia,ID1000060007,consumer,food manufacturers,IDR,IDR
409,Astra Agro,Indonesia,ID1000066004,primary production,agribusiness agriculture and fishing,IDR,IDR
410,Sinar Mas Agro,Indonesia,ID1000101504,primary production,agribusiness agriculture and fishing,IDR,IDR
411,Tambang Batub',Indonesia,ID1000094006,primary production,coal and coal products,IDR,IDR
412,Adaro Energy,Indonesia,ID1000111305,primary production,coal and coal products,IDR,IDR
413,Solusi Bangun Indon,Indonesia,ID1000072309,primary production,cement and concrete,IDR,IDR
414,Maybank,Indonesia,ID1000099302,services,banking,IDR,IDR
415,Tempo Scan,Indonesia,ID1000104508,healthcare,pharmaceuticals and biosciences,IDR,IDR
416,Pakuwon Jati,Indonesia,ID1000122500,real estate,diversified real estate,IDR,IDR
417,Vale Indonesia,Indonesia,ID1000109309,primary production,metals and minerals mining and exploration,IDR,IDR
418,Ciputra,Indonesia,ID1000115306,real estate,diversified real estate,IDR,IDR
419,AKR Corporindo,Indonesia,ID1000106701,industrial,petroleum refiners and distributors,IDR,IDR
420,MNC Investamam,Indonesia,ID1000064207,media publishing,advertising — marketing — media — e—commerce,IDR,IDR
421,Astra Otoparts,Indonesia,ID1000119704,vehicles,auto parts and components,IDR,IDR
422,Bank Pan Indon,Indonesia,ID1000092703,services,banking,IDR,IDR
423,Indomobil S,Indonesia,ID1000123003,vehicles,car truck and bus manufacturers,IDR,IDR
424,Bank Permata,Indonesia,ID1000098205,services,banking,IDR,IDR
425,GTN Ltd,Australia,AU000000GTN3,media publishing,advertising — marketing — media — e—commerce,AUD,AUD
426,Summarecon,Indonesia,ID1000092406,real estate,diversified real estate,IDR,IDR
427,Bank Mega,Indonesia,ID1000052400,services,banking,IDR,IDR
428,Alam Sutera,Indonesia,ID1000108400,real estate,diversified real estate,IDR,IDR
429,Golden Energy,Indonesia,ID1000121106,primary production,coal and coal products,IDR,IDR
430,Jaya Real,Indonesia,ID1000128903,real estate,diversified real estate,IDR,IDR
431,Ultrajaya Milk,Indonesia,ID1000063100,consumer,beverage manufacturers,IDR,IDR
432,IndoritelMakmur,Indonesia,ID1000063605,consumer,diversified wholesale and retail,IDR,IDR
433,Trada Minera,Indonesia,ID1000111909,industrial,marine salvage dredging offshore services,IDR,IDR
434,Hero Supermkt,Indonesia,ID1000122708,consumer,supermarkets,IDR,IDR
435,Matahari Putra,Indonesia,ID1000125909,consumer,diversified wholesale and retail,IDR,IDR
436,Japfa Comfeed,Indonesia,ID1000126907,primary production,agribusiness agriculture and fishing,IDR,IDR
437,Saratoga Invest,Indonesia,ID1000127707,services,financial services,IDR,IDR
438,Wijaya Karya,Indonesia,ID1000107600,construction,construction — industrial and diversified,IDR,IDR
439,Ace Hw Indon,Indonesia,ID1000125503,consumer,diversified wholesale and retail,IDR,IDR
440,Garuda Indon,Indonesia,ID1000118300,transport,airlines,IDR,IDR
441,Aneka Tambang,Indonesia,ID1000106602,primary production,metals and minerals mining and exploration,IDR,IDR
442,Bk Tabungan Neg,Indonesia,ID1000113707,services,banking,IDR,IDR
443,Bank OCBC NISP,Indonesia,ID1000094402,services,banking,IDR,IDR
444,Salim Ivomas,Indonesia,ID1000119100,primary production,agribusiness agriculture and fishing,IDR,IDR
445,Dian Swastatika,Indonesia,ID1000113400,primary production,coal and coal products,IDR,IDR
446,Arena REIT,Australia,AU000000ARF6,real estate,real estate services,AUD,AUD
447,Sugih Energy,Indonesia,ID1000092000,primary production,oil and gas,IDR,IDR
448,Bank Jabar B,Indonesia,ID1000115702,services,banking,IDR,IDR
449,Mitra Adiper',Indonesia,ID1000099807,consumer,diversified wholesale and retail,IDR,IDR
450,Enseval Putera,Indonesia,ID1000096506,healthcare,healthcare products,IDR,IDR
451,3M,USA,US88579Y1010,industrial,diversified industrial,USD,USD
452,Abbott Labs old,Special Spare,dead ISIN 452,healthcare,pharmaceuticals and biosciences,USD,USD
453,AbbVie,USA,US00287Y1091,healthcare,pharmaceuticals and biosciences,USD,USD
455,Iron Mountain,USA,US46284V1017,services,business services,USD,USD
456,Propertylink,Australia,AU000000PLG5,real estate,real estate services,AUD,AUD
457,Adobe Systems,USA,US00724F1012,IT,software providers,USD,USD
458,Aetna,USA,US00817Y1082,services,insurance — life and health,USD,USD
459,AFLAC,USA,US0010551028,services,insurance — life and health,USD,USD
460,Agilent Tech,USA,US00846U1016,technology,high precision and instrumentation products,USD,USD
462,Air Products,USA,US0091581068,industrial,industrial gases,USD,USD
463,Alexion Pharmas,USA,US0153511094,healthcare,pharmaceuticals and biosciences,USD,USD
464,Allegheny,USA,US01741R1023,primary production,non—ferrous metals production and products,USD,USD
465,BWX Ltd,Australia,AU000000BWX7,healthcare,healthcare products,AUD,AUD
466,Allstate,USA,US0200021014,services,insurance — general,USD,USD
467,Altria,USA,US02209S1033,consumer,tobacco,USD,USD
468,Amazon.com old,Special Spare,dead ISIN 468,consumer,online retailers,USD,USD
469,Ameren,USA,US0236081024,utilities,diversified utilities,USD,USD
470,AEP,USA,US0255371017,utilities,electricity distribution and generation,USD,USD
471,AMEX,USA,US0258161092,services,financial services,USD,USD
472,American,USA,US0268747849,services,insurance — general,USD,USD
473,American Tower,USA,US03027X1000,real estate,office commercial and industrial real estate,USD,USD
474,Ameriprise,USA,US03076C1062,services,financial services,USD,USD
475,Helloworld Trav,Australia,AU000000HLO6,consumer,hotels travel gambling and leisure,AUD,AUD
476,Amgen,USA,US0311621009,healthcare,pharmaceuticals and biosciences,USD,USD
477,Anadarko,USA,US0325111070,primary production,oil and gas,USD,USD
478,Analog Devi old,Special Spare,dead ISIN 478,electrical electronic,electronic components,USD,USD
479,Aon,USA,GB00B5BT0K07,services,insurance — general,USD,USD
480,Apache,USA,US0374111054,primary production,oil and gas,USD,USD
481,Apt Inv Mgmt,USA,US03748R1014,real estate,residential real estate,USD,USD
482,Apple,USA,US0378331005,IT,computers phones and devices,USD,USD
483,Applied Mats,USA,US0382221051,industrial,industrial equipment and light machinery,USD,USD
484,Archer,USA,US0394831020,primary production,agribusiness agriculture and fishing,USD,USD
485,Assurant,USA,US04621X1081,services,insurance — general,USD,USD
486,iSelect,Australia,AU000000ISU6,services,insurance — general,AUD,AUD
487,ADP,USA,US0530151036,services,business services,USD,USD
488,AutoZone,USA,US0533321024,vehicles,auto parts and components,USD,USD
489,AvalonBay,USA,US0534841012,real estate,residential real estate,USD,USD
490,Avery Dennison,USA,US0536111091,industrial,industrial components,USD,USD
491,Baker Hughes,USA,US05722G1004,industrial,oil and gas equipment and services,USD,USD
492,Bank of America,USA,US0605051046,services,banking,USD,USD
493,BNYM,USA,US0640581007,services,banking,USD,USD
494,Baxter,USA,US0718131099,healthcare,healthcare products,USD,USD
495,BB&T,USA,US0549371070,services,banking,USD,USD
496,RCR Tomlinson,Australia,AU000000RCR7,industrial,diversified industrial,AUD,AUD
497,Bed Bath,USA,US0758961009,consumer,diversified wholesale and retail,USD,USD
498,Bemis,USA,US0814371052,industrial,packaging,USD,USD
499,Service Stream,Australia,AU000000SSM2,telecommunications,diversified telecommunications,AUD,AUD
500,Biogen Idec,USA,US09062X1037,healthcare,pharmaceuticals and biosciences,USD,USD
501,BlackRock,USA,US09247X1019,services,financial services,USD,USD
502,Block H&R,USA,US0936711052,services,professional services and consulting,USD,USD
503,Boeing,USA,US0970231058,industrial,aerospace,USD,USD
504,Boston Props,USA,US1011211018,real estate,office commercial and industrial real estate,USD,USD
505,Bristol,USA,US1101221083,healthcare,pharmaceuticals and biosciences,USD,USD
506,C H Robinson,USA,US12541W2098,transport,transport logistics and distribution,USD,USD
507,CA,USA,US12673P1057,IT,search cloud and integrated IT services,USD,USD
508,Cablevision old,Special Spare,dead ISIN 508,consumer,entertainment and broadcasting,USD,USD
509,Cabot Oil & Gas,USA,US1270971039,primary production,oil and gas,USD,USD
510,Campbell Soup,USA,US1344291091,consumer,food manufacturers,USD,USD
511,Capital One,USA,US14040H1059,services,banking,USD,USD
512,Cardinal Health,USA,US14149Y1082,healthcare,healthcare products,USD,USD
513,Carnival,USA,PA1436583006,consumer,hotels travel gambling and leisure,USD,USD
514,Caterpillar,USA,US1491231015,industrial,engines and heavy machinery,USD,USD
515,ViacomCBS,USA,US92556H2067,consumer,entertainment and broadcasting,USD,USD
516,Celgene,USA,US1510201049,healthcare,pharmaceuticals and biosciences,USD,USD
517,CenterPoint E,USA,US15189T1079,utilities,diversified utilities,USD,USD
518,CenturyLink,USA,US1567001060,telecommunications,diversified telecommunications,USD,USD
519,Cerner,USA,US1567821046,IT,search cloud and integrated IT services,USD,USD
520,Charles Schwab,USA,US8085131055,services,financial services,USD,USD
521,Chesapeake E,USA,US1651671075,primary production,oil and gas,USD,USD
522,Chevron,USA,US1667641005,primary production,oil and gas,USD,USD
523,Monash Grp,Australia,AU000000MVF3,healthcare,healthcare services,AUD,AUD
524,CIGNA,USA,US1255091092,services,insurance — life and health,USD,USD
525,Cisco Systems,USA,US17275R1023,electrical electronic,communication and networking equipment,USD,USD
526,Citigroup,USA,US1729674242,services,banking,USD,USD
527,Cliffs Nat Res,USA,US18683K1016,primary production,metals and minerals mining and exploration,USD,USD
528,Clorox,USA,US1890541097,consumer,household consumables manufacturers,USD,USD
529,CME,USA,US12572Q1058,services,financial services,USD,USD
530,CMS Energy,USA,US1258961002,utilities,diversified utilities,USD,USD
531,Tapestry,USA,US8760301072,consumer,cosmetics jewellery and luxury products,USD,USD
532,Coca Cola,USA,US1912161007,consumer,beverage manufacturers,USD,USD
533,Coca,USA,GB00BDCPN049,consumer,beverage manufacturers,USD,USD
534,Cognizant Tech,USA,US1924461023,services,business services,USD,USD
535,Colgate,USA,US1941621039,consumer,household consumables manufacturers,USD,USD
536,Comcast,USA,US20030N1019,consumer,entertainment and broadcasting,USD,USD
537,Comerica,USA,US2003401070,services,banking,USD,USD
538,DXC Tech,USA,US23355L1061,IT,search cloud and integrated IT services,USD,USD
539,ConAgra Brands,USA,US2058871029,consumer,food manufacturers,USD,USD
540,ConocoPhillips,USA,US20825C1045,primary production,oil and gas,USD,USD
541,Cons Edison,USA,US2091151041,utilities,diversified utilities,USD,USD
542,Corning,USA,US2193501051,industrial,glass and glass products,USD,USD
543,Costco,USA,US22160K1051,consumer,diversified wholesale and retail,USD,USD
544,PSC Insurance,Australia,AU000000PSI6,services,insurance — general,AUD,AUD
545,Crown Castle,USA,US2282271046,real estate,office commercial and industrial real estate,USD,USD
546,CSX,USA,US1264081035,transport,transport logistics and distribution,USD,USD
547,Cummins,USA,US2310211063,industrial,engines and heavy machinery,USD,USD
548,Tox Free,Australia,AU000000TOX6,industrial,waste and water management,AUD,AUD
549,Hotel Property,Australia,AU000000HPI9,real estate,residential real estate,AUD,AUD
550,Darden Rests,USA,US2371941053,consumer,restaurants,USD,USD
551,Deere,USA,US2441991054,industrial,engines and heavy machinery,USD,USD
552,Alkermes,USA,IE00B56GVS15,healthcare,pharmaceuticals and biosciences,USD,USD
553,Sealink Travel,Australia,AU000000SLK1,consumer,hotels travel gambling and leisure,AUD,AUD
554,Delta Air Lines,USA,US2473617023,transport,airlines,USD,USD
555,Devon Energy,USA,US25179M1036,primary production,oil and gas,USD,USD
556,Diamond Offs,USA,US25271C1027,industrial,oil and gas drilling and exploration,USD,USD
557,Autosports Grp,Australia,AU000000ASG2,vehicles,vehicle sales and repair,AUD,AUD
558,Discover Fin,USA,US2547091080,services,banking,USD,USD
559,Discovery Comms,USA,US25470F1049,consumer,entertainment and broadcasting,USD,USD
