period,accountsReceivableTradeNet,additionalPaidInCapital,cashEquivalents,cashandShortTermInvestments,commonStockTotal,currentPortofLTDebtCapitalLeases,deferredIncomeTax,intangiblesNet,longTermDebt,longTermInvestments,noteReceivableLongTerm,notesPayableShortTermDebt,otherCurrentAssetsTotal,otherCurrentliabilitiesTotal,otherEquityTotal,otherLiabilitiesTotal,otherLongTermAssetsTotal,otherReceivables,payableAccrued,propertyPlantEquipmentTotalNet,retainedEarnings,tangibleBookValueperShare,totalAssets,totalCommonSharesOutstanding,totalCurrentAssets,totalCurrentLiabilities,totalDebt,totalEquity,totalInventory,totalLiabilities,totalLiabilitiesShareholdersEquity,totalLongTermDebt,totalReceivablesNet,unrealizedGainLoss,costofRevenueTotal,depreciationAmortization,dilutedAverageShares,dilutedEPS,grossProfit,interestIncExpNetNonOperatingTotal,netIncome,netIncomeAfterTaxes,netIncomeBeforeTaxes,operatingIncome,otherNonOperatingIncExpNet,provisionforIncomeTaxes,researchDevelopment,revenue,sellingGeneralAdminExpensesTotal,totalOperatingExpense,unusualExpenseIncome,amortization,capitalExpenditures,cashInterestPaid,cashTaxesPaid,cashfromFinancingActivities,cashfromInvestingActivities,cashfromOperatingActivities,changesinWorkingCapital,depreciationDepletion,financingCashFlowItems,foreignExchangeEffects,issuanceRetirementofDebtNet,issuanceRetirementofStockNet,netChangeinCash,netIncomeStartingLine,nonCashItems,otherInvestingCashFlowItemsTotal,totalCashDividendsPaid,ticker,market,cash,minorityInterest_x,totalPreferredSharesOutstanding,treasuryStockCommon,gainLossonSaleofAssets,interestExpIncNetOperatingTotal,minorityInterest_y,otherOperatingExpensesTotal,totalAdjustmentstoNetIncome,accountsPayable,shortTermInvestments,accruedExpenses,accumulatedDepreciationTotal,goodwillNet,prepaidExpenses,propertyPlantEquipmentTotalGross,eSOPDebtGuarantee,preferredStockNonRedeemableNet,otherRevenueTotal,redeemablePreferredStockTotal,insuranceReceivables,otherAssetsTotal,policyLiabilities,amortizationofPolicyAcquisitionCosts,lossesBenefitsandAdjustmentsTotal,netInvestmentIncome,realizedUnrealizedGainsLosses,totalPremiumsEarned,minorityInterest,deferredTaxes,cashDuefromBanks,customerLiabilityAcceptances,netLoans,otherEarningAssetsTotal,totalDeposits,interestIncomeBank,loanLossProvision,netInterestIncAfterLoanLossProv,netInterestIncome,nonInterestExpenseBank,nonInterestIncomeBank,totalInterestExpense,deferredPolicyAcquisitionCosts,cashPayments,cashReceipts,totalUtilityPlantNet,otherBearingLiabilitiesTotal,totalShortTermBorrowings,equityInAffiliates
2019-12-31,3.876,0.965,34.778,34.778,714.28,0.116,,,20.318,845.967,,0.0,1.35,1.707,-0.597,,0.605,0.0,,0.061,146.984,1.36721,886.637,630.213,40.004,4.687,20.434,861.632,,25.005,886.637,20.318,3.876,,,0.021,582.698,0.04625,,-0.974,26.643,26.643,28.243,29.217,,1.6,,26.975,4.292,-2.242,0.326,,-0.028,0.08199999999999996,0.15300000000000002,-70.9,26.868000000000002,-4.306,-1.0310000000000001,0.013000000000000001,-0.89,-0.30600000000000005,-48.557,0.0010000000000047748,-48.64399999999999,26.643,-29.931,26.896,-21.454,BBGI.L,L,,,,,,-6.886,,0.005,,0.353,,2.511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,3.767,0.689,83.422,83.422,713.688,66.352,,,0.0,845.585,,0.0,0.837,8.242,-0.597,4.073,5.386,0.0,,0.046,142.386,1.35935,939.043,629.836,88.026,78.804,66.352,856.166,,82.877,939.043,0.0,3.767,,,,629.836,0.03979,,-1.055,24.341,24.341,25.741,26.796,,1.4,,42.797,4.175,16.001,0.76,,-0.021,0.639,2.226,104.756,-25.829,-6.608,-2.05,0.008,-0.044,0.659,50.28,73.914,72.978,24.341,-28.907,-25.808,-19.394,BBGI.L,L,,,,,,11.066,,,,0.087,,4.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,,,,18.933,624.922,,,,,542.186,,0.0,,,,,,,,,3.102,1.03772,629.927,605.19653,87.741,1.903,0.0,628.024,,1.903,629.927,0.0,68.803,,3.32875,,586.66762,-0.03434,-19.85675,,-20.148,-20.148,-20.148,-20.148,,0,,-16.528,0.23525,0.29125000000000023,,,,,,46.632,-69.846,36.437,20.556,,-0.81,,,65.324,13.222999999999999,-20.148,36.028999999999996,-69.846,-17.882,FSFL.L,L,18.933,,,,,,,0.056,,0.187,,1.716,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,0.0,,,5.71,558.798,,,,,523.215,,0.0,,,,,,74.44,,,42.742,1.09582,603.373,548.94155,80.158,1.833,0.0,601.54,,1.833,603.373,0.0,74.44,,3.14775,,548.94155,0.01712,9.57825,,9.397,9.397,9.397,9.397,,0,,12.726,0.17925,0.18125000000000036,,,,,,-18.115,14.846,-3.303,-19.672,,0.0,,,0.0,-6.572,9.397,6.972,14.846,-18.115,FSFL.L,L,5.71,,,,,,,0.002,,0.187,,1.646,,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,23.716,525.748,59.277,61.925,4.55,0.344,,,246.135,996.283,,0.0,,19.777,,0.308,0.33,0.0,,,264.687,1.74715,1082.254,455.01903,85.641,29.56,257.745,794.985,,287.269,1082.254,257.401,23.716,,5.236,,414.77769,0.11511,19.351,-4.31,47.766,47.766,47.766,52.622,-0.546,0,,24.587,4.738,-33.271,-0.022,,,4.186,,55.241,-24.205,12.732,-1.881,,-5.395,,-3.565,76.939,43.768,52.622,-38.009,-24.205,-12.738,DIGS.L,L,,,,,,-37.987,,,,9.439,2.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,14.594,450.658,15.509,18.157,4.137,,,,249.111,919.203,,0.0,,12.293,,0.308,0.308,0.0,,,229.868,1.65516,952.262,413.65363,32.751,18.18,249.111,684.663,,267.599,952.262,249.111,14.594,,4.847,,410.93392,0.10689,18.695,-3.356,43.926,43.926,43.926,47.813,-0.531,0,,23.542,4.849,-29.118000000000002,,,,2.418,,6.6030000000000015,-26.010999999999996,15.136000000000001,1.29,,-2.981,,17.15,4.999000000000002,-4.272,47.812999999999995,-33.96699999999999,-26.010999999999996,-12.565000000000001,DIGS.L,L,,,,,,-33.967,,,,5.887,2.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-29,166.0,171.0,,123.4,3.2,52.1,16.5,126.2,323.8,83.9,25.8,0.0,,7.2,59.3,21.8,20.7,0.0,390.7,223.4,347.0,-0.31404,1441.9,310.47011,435.2,450.0,450.3,555.4,145.8,886.5,1441.9,398.2,166.0,11.5,,,308.863,0.19297,,-8.4,-38.7,-38.8,-42.0,-33.6,,-3.2,,844.4,,878.0,89.5,1.3,-12.200000000000001,12.2,6.8,-164.5,-23.7,73.8,47.0,16.0,0.0,7.300000000000001,-141.8,-11.3,-107.1,-38.8,48.3,-11.5,-11.399999999999999,CCR.L,L,123.4,0.0,,-36.6,,,0.1,788.5,,,,,,526.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-31,197.3,165.1,,230.5,3.2,73.9,16.3,153.1,431.0,66.7,26.8,0.0,0.3,9.6,,26.5,13.6,0.0,367.3,210.2,444.9,-0.29964,1569.6,311.70648,582.4,450.8,574.1,576.5,154.3,993.1,1569.6,500.2,197.3,,,,310.478,0.1662,,-8.3,47.8,47.9,53.6,61.9,,5.7,,874.9,,813.0,3.0,1.2,-7.6,5.7,1.2,5.0,-1.8,91.2,15.2,14.3,-0.5,-8.3,35.1,-11.3,86.1,47.9,12.6,5.8,-18.3,CCR.L,L,230.5,-0.7,,-36.7,,,-0.1,810.0,,,,,,516.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-28,162.6,152.6,,144.4,3.2,55.2,16.9,158.7,390.8,71.4,25.7,0.0,,8.9,56.5,23.3,13.0,0.0,336.3,144.5,413.2,-0.27435,1429.4,309.45404,491.1,400.4,446.0,598.8,184.1,830.6,1429.4,390.8,162.6,10.4,,,310.846,0.11646,,-9.1,27.5,27.3,29.0,38.1,,1.7,,736.2,,698.1,8.0,1.5999999999999999,-14.100000000000001,9.5,4.8999999999999995,-96.0,-14.1,10.099999999999994,-40.6,6.1,0.0,2.0,-79.7,-1.7999999999999998,-98.0,27.299999999999997,15.7,0.0,-14.5,CCR.L,L,144.4,-0.8,,-37.1,,,0.2,690.1,,,,,,525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-31,604,9683,6881,6881.0,367,2373,,1168,14870,,,3562.0,1.0,2618,-1961,2249,1085,0.0,,38552,21155.0,24.91029,49817.0,758.0,8222,11858,20805.0,20840.0,362,28977.0,49817.0,14870.0,604,,1896,577,721.0,-4.30589,-1156,-176,-4374.0,-4374.0,-4385.0,-4177.0,-32,-11,,740.0,492,3021.0,1953.0,,-342,,,8336.0,-95,-2721.0,-1024.0,577,-31,8,8154,558,5528.0,-4374,2100,247,-345,CCL.L,L,,,,-8404,,,,-1.0,,1809,,1496,,790,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-29,405,8829,1354,1354.0,366,2196,,1173,9738,,,1004.0,-1.0,4690,-2028,2199,1217,0.0,,39492,25527.0,30.5708,46943.0,685.0,2885,10716,12938.0,24290.0,440,22653.0,46943.0,9738.0,405,,3521,570,684.0,0.43472,1268,-50,-781.0,-781.0,-770.0,-713.0,-7,11,,4789.0,678,1981.0,731.0,,-1326,,,1089.0,-1161,917.0,119.0,570,-25,-7,1470,-12,838.0,-781,1009,165,-344,CCL.L,L,,,,-8404,,,,2.0,,904,,1922,,2176,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-30,444,8807,518,518.0,365,1596,,1174,9675,,,231.0,31.0,4743,-2066,891,782,0.0,,38131,26653.0,31.10965,45058.0,684.0,2059,9127,11502.0,25365.0,427,19693.0,45058.0,9675.0,444,,3077,553,689.0,0.63495,1705,-42,421.0,421.0,436.0,485.0,-7,15,,4782.0,667,1220.0,0.0,,-1981,,,257.0,-1960,1062.0,64.0,553,-34,2,768,-131,-639.0,423,22,21,-346,CCL.L,L,,,,-8394,,,,,2.0,756,,1801,,2912,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-31,441,8798,1153,1153.0,365,1607,,1166,8893,,,238.0,21.0,4686,-2183,881,771,0.0,,36466,26576.0,30.9214,44001.0,687.0,2712,8932,10738.0,25295.0,482,18706.0,44001.0,8893.0,441,,3532,548,691.0,2.58021,3001,-44,1780.0,1780.0,1827.0,1890.0,-19,47,,6533.0,563,1111.0,,,-427,,,-886.0,-399,1245.0,-1139.0,548,-6,-6,-377,-156,-46.0,1780,56,28,-347,CCL.L,L,,,,-8261,,,,,,695,,1706,,2886,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31,405,8785,1202,1202.0,365,1614,,1172,9080,,,480.0,,5821,-2076,947,784,0.0,,36814,25138.0,29.02754,44512.0,690.0,2835,10377,11174.0,24108.0,501,20404.0,44512.0,9080.0,405,,3159,542,693.0,0.62811,1679,-49,451.0,451.0,459.0,515.0,-7,8,,4838.0,621,1164.0,,,-3021,,,-26.0,-2918,3169.0,1286.0,1059,-43,-5,1027,-316,220.0,787,37,103,-694,CCL.L,L,,,,-8104,,,,1.0,,792,,1670,,2907,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,9.6,46,94.9,94.9,38.7,,0,,444.3,2634.3,,0.0,0.0,60.0,,0.4,,6.0,,7.5,2119.0,8.67814,2753.3,253.86791,111.5,60.0,489.8,2203.1,,550.2,2753.3,489.8,15.6,,10.2,,253.8,0.03034,37.8,0.3,7.7,7.7,7.2,6.9,,-0.5,,48.0,15.3,30.900000000000002,,,-0.1,5.3999999999999995,0.0,52.7,12.900000000000006,16.900000000000002,-7.499999999999999,,,,107.70000000000002,-41.89999999999999,82.5,6.899999999999999,18.2,13.0,-13.099999999999998,GPOR.L,L,,,,-0.6,,15.5,,0.1,,,,,-4.2,,1.0,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,7.1,46,12.4,12.4,39.5,,0,,335.1,2646.5,,0.0,0.0,52.9,,2.5,0.0,4.800000000000001,,8.2,2161.1,8.66152,2680.6,259.0999,25.9,52.9,381.0,2244.2,,436.4,2680.6,381.0,11.9,,17.5,,264.6,0.16667,36.9,0.5,44.1,44.1,44.4,43.9,,0.3,,54.4,13.7,-7.0,,,0.0,4.7,3.6,-67.5,-81.2,21.7,-7.2,0.7,0.0,,38.6,-85.9,-127.0,43.9,-15.7,-81.2,-20.2,GPOR.L,L,,,,-2.4,,-20.8,,0.1,,,,,-3.4,,1.6,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,2.9,46,139.4,139.4,41.4,0.0,0,,296.0,2536.9,,0.0,5.6,50.4,,,0.0,7.4,,4.0,2224.0,8.51139,2696.8,271.36589,155.9,50.4,336.7,2309.7,,387.1,2696.8,336.7,10.3,,27.1,,288.33633,0.0548,34.5,0.8,15.8,15.8,15.7,14.9,,-0.1,,61.6,12.3,19.6,0.0,,0.0,7.300000000000001,5.0,-99.60000000000002,34.80000000000001,24.6,-11.5,0.29999999999999993,0.0,,-12.600000000000001,-73.7,-40.19999999999999,14.899999999999999,20.9,34.80000000000001,-13.300000000000004,GPOR.L,L,,,,-1.7,,7.2,,0.1,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,,,1.762,1.762,548.943,,,,,532.941,,0.0,,,,,,,,,-15.929,0.97493,534.734,546.72003,1.793,1.72,0.0,533.014,,1.72,534.734,0.0,,,2.886,,504.62286,-0.05325,-26.399,,-26.871,-26.871,-26.871,-26.871,,0,,-23.513,0.24,0.472,,,,,,39.722,-36.489000000000004,-3.232,0.126,,-0.884,,,57.157,0.0010000000000000009,-26.871,23.513,-36.489000000000004,-16.551,JLEN.L,L,,,,,,,,0.232,,,,1.72,,,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,,1.761,1.761,492.67,,,,,519.965,,0.0,,,,,,,,,27.493,1.04657,521.745,497.01821,1.78,1.582,0.0,520.163,,1.582,521.745,0.0,,,2.736,,497.01821,0.03257,16.587,,16.188,16.188,16.188,16.188,,0,,19.323,0.125,0.3989999999999996,,,,,,-16.364,19.39,-3.114,0.021,,0.0,,,,-0.088,16.188,-19.323,19.39,-16.364,JLEN.L,L,,,,,,,,0.274,,,,1.582,,,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,,,1.849,1.849,492.67,,,,,520.032,,0.0,,,,,,,,,27.669,1.04692,521.902,497.01821,1.87,1.563,0.0,520.339,,1.563,521.902,0.0,,,2.674,,483.76277,0.07701,37.622,,37.254,37.254,37.254,37.254,,0,,40.296,0.223,0.3679999999999999,,,,,,87.354,-82.64599999999999,-3.0289999999999995,0.012999999999999998,,-1.468,,,105.0,1.6790000000000003,37.254,-40.296,-82.64599999999999,-16.177999999999997,JLEN.L,L,,,,,,,,0.145,,,,1.563,,,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-30,60.4,306.2,104.2,104.2,2.8,51.3,24.3,49.9,108.9,,,0.0,0.4,12.9,-15.7,13.8,35.0,0.0,106.8,186.5,23.3,0.54986,637.3,281.88792,256.1,171.0,164.8,314.7,91.1,322.6,637.3,113.5,60.4,1,,4.4,288.37409,0.06207,,-1.4,16.1,16.3,19.0,20.4,,2.7,,191.0,,170.6,,5.2,-19.9,2.3,0.3,74.3,-19.1,52.7,18.7,8.8,-2.3,-0.4,83.7,-0.3,107.5,20.4,-0.4,0.8,-6.8,CHG.L,L,,,0.0625,-2.9,,0.8,,165.4,,,,,,109.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-31,53.7,306.2,1.3,1.3,2.8,69.2,23.0,51.4,7.8,,,0.0,0.2,11.5,-16.8,12.7,35.1,0.0,68.3,170.0,21.4,0.51977,498.3,280.70129,133.3,149.0,77.0,305.8,78.1,192.5,498.3,7.8,53.7,0,,6.5,292.18614,0.06798,,-2.4,22.3,19.6,22.4,24.8,,2.8,,195.9,,171.1,0.3,7.3,-23.199999999999996,3.3000000000000003,0.6999999999999997,-25.199999999999996,-20.700000000000003,36.2,-1.9,8.200000000000001,-3.3000000000000003,0.0,-18.6,,-9.7,24.8,-2.2,2.5,-3.3,CHG.L,L,,,0.0625,-7.8,,0.6,,163.7,,,,,,108.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-30,60.0,305.5,6.4,6.4,2.8,64.1,21.7,55.9,26.3,,,0.0,0.1,17.3,-30.9,12.8,33.3,0.0,77.3,160.5,12.4,0.42496,502.5,280.02736,144.7,158.7,90.4,283.0,78.2,219.5,502.5,26.3,60.0,1,,5.6,279.9995,0.00764,,-2.2,-0.4,2.3,4.3,6.5,,2.0,,139.3,,132.8,-0.3,6.2,-21.6,1.6,2.2,-7.6,-21.0,25.7,-1.9,7.6,-1.9,-0.3,0.5,,-3.2,6.5,7.3,0.6,-6.2,CHG.L,L,,,0.0625,-7.8,,0.0,,127.5,,,,,,108.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,250.0,147.6,105.8,112.5,5.7,8.6,101.3,138.9,,4.6,,0.0,0.0,6.2,8.7,35.6,323.0,0.19999999999998863,379.8,375.6,722.7,0.99583,1437.9,567.36732,415.0,394.6,27.9,884.7,52.3,553.2,1437.9,19.3,250.2,,,27.9,574.1,0.11235,,-0.5,44.1,44.3,51.8,52.4,-0.1,7.5,,586.4,,534.0,16.7,6.9,-69.0,0.7999999999999999,1.0999999999999996,-17.6,-159.1,88.1,2.3999999999999986,21.4,-0.09999999999999998,-6.8,-4.699999999999999,-0.29999999999999993,-95.4,44.3,13.1,-90.1,-12.5,QQ..L,L,,2.4,,,,-0.3,-0.2,489.7,,,6.7,,,180.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,178.3,147.6,201.2,201.7,5.7,9.3,87.6,90.0,20.0,4.4,,0.0,1.2,6.2,11.4,28.9,304.4,1.8999999999999773,311.7,333.4,686.1,1.07404,1316.8,566.55205,432.3,327.2,29.3,850.8,49.2,466.0,1316.8,20.0,180.2,,,24.9,570.7,0.07938,,-0.4,62.2,62.2,71.3,71.7,,9.1,,486.5,,414.8,-15.1,4.9,-40.4,0.9,8.9,-31.1,-26.4,67.9,-14.2,20.0,-0.2,0.0,-5.0,-0.4,10.4,62.2,-5.0,14.0,-25.5,QQ..L,L,,2.3,,,,1.0,,404.0,,,0.5,,,152.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,208.5,147.6,190.8,191.3,5.7,10.8,72.7,88.5,20.1,5.4,,0.0,1.9,14.7,3.6,31.2,266.9,1.5,346.6,322.4,619.9,0.9526,1275.1,566.55205,443.3,372.1,30.9,776.8,40.1,498.3,1275.1,20.1,210.0,,,20.6,571.6,0.11582,,0.0,63.8,63.8,70.5,70.6,-0.1,6.7,,490.8,,420.2,2.1,4.5,-39.3,0.7999999999999999,5.8999999999999995,-38.4,-94.1,73.30000000000001,-15.5,20.7,-1.5,-1.0,-24.6,-0.39999999999999997,-60.199999999999996,63.800000000000004,-0.19999999999999973,-54.8,-11.900000000000002,QQ..L,L,,2.2,,,,0.0,,397.5,,,0.5,,,148.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,,3.3,359.7,,42.9,,20.3,123.3,554.9,5890.3,,0.0,,707.1,-96.2,2.8,41.5,,,64.9,1877.6,2.80087,9866.3,608.48944,,,610.6,1827.6,,8038.7,9866.3,610.6,86.9,,,,573.6,-0.02214,,,-12.7,-12.7,-13.8,-13.8,,-1.1,,,121.8,1343.0,,8.2,-14.0,17.6,1.1,204.4,-249.0,129.8,195.3,6.8,-17.6,-4.0,-6.8,279.0,81.2,-13.8,-66.7,-235.0,-50.2,BEZ.L,L,,,,,,18.7,,5.5,,,,,,,,,,,,,1258.6,1649.4,6697.9,327.9,869.1,83.2,,1196.1599999999999,,,,,,,,,,,,,,,391.7,,,,,,
2019-12-31,,3.2,278.5,,38.1,,19.5,122.2,554.8,5572.9,,0.0,,575.7,-94.1,0.0,46.4,,,44.8,1678.1,2.83764,8873.7,529.7,,,594.2,1625.3,,7248.4,8873.7,594.2,72.0,,,,531.4,0.17971,,,95.5,95.5,101.3,101.3,,5.8,,,114.7,1232.8,0.0,7.8999999999999995,-14.200000000000001,15.5,5.6,152.4,-599.1999999999999,424.59999999999997,386.9,6.6,-15.5,7.000000000000001,200.0,-5.3,-15.199999999999996,101.29999999999998,-78.10000000000002,-585.0,-26.799999999999997,BEZ.L,L,,,,,,16.5,,-4.8,,,,,,,,,,,,,1048.0,1338.2,6059.0,235.4,871.0,93.4,,1191.072,,,,,,,,,,,,,,,350.7,,,,,,
2019-06-30,,1.6,293.7,,38.1,,7.8,120.7,353.8,4897.9,,0.0,,557.4,-96.3,1.1,29.2,,,47.4,1608.2,2.70409,8172.7,529.16129,,,397.0,1551.6,,6621.1,8172.7,397.0,76.3,,,,533.4,0.26,,,138.6,138.6,166.4,166.4,,27.8,,,129.6,1136.0,0.0,6.2,-4.4,10.3,1.2,-75.4,-6.6,35.6,20.8,5.9,-10.3,3.8,-5.6,-6.8,-42.6,166.4,-163.7,-2.2,-52.7,BEZ.L,L,,,,,,11.2,,3.7,,,,,,,,,,,,,1107.6,1243.3,5657.8,298.4,693.1,170.3,,1086.8159999999998,,,,,,,,,,,,,,,356.6,,,,,,
2019-12-31,,548.35532,,9.47332,2.18063,,,,,1467.46978,,0.0,,0.92629,,,,,,,924.08283,6.76239,1478.16058,218.06189,,,0.0,1474.61878,,3.54181,1478.16058,0.0,1.21748,,3.32379,,218.73203,0.18255,49.46357,5.65671,39.92931,39.92931,39.92931,34.27259,,0,,52.78736,15.0399,15.19098,,,,,,-25.482000000000006,,28.60614,19.82347,,,,-20,-5.482000000000001,3.1241400000000006,39.92931,-31.14664,,,VEIL.L,L,9.47332,,,,,,,0.15108,,2.61552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,552.99694,,6.34918,2.18883,,,,,1456.85833,,20.0,,2.35866,,,,,,,884.15352,6.57585,1464.01224,218.88248,,,20.0,1439.33929,,24.67295,1464.01224,0.0,0.80473,,2.30194,,218.88248,0.01471,9.37147,7.93078,3.219,3.219,3.219,-4.71178,,0,,11.67341,14.00711,14.083250000000001,,,,0.76101,,-43.0695,,16.62705,-9.6438,,,,-40,-3.0695,-26.44245,3.219,23.05185,,,VEIL.L,L,6.34918,,,,,,,0.07614,,2.31429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-02,832,2263,660,660.0,1,842,162,469,280,10,298,0.0,76,245,,719,259,0.0,2017,1354,16.0,-0.8537,7731.0,1162.0,2538,3104,2308.0,2280.0,970,5451.0,7731.0,1466.0,832,,8318.0,,1154.0,-0.0338,-2887.0,-39,-91.0,-91.0,-54.0,5.0,-20,37,,5431.0,,-2892.0,80,,-93,54,15,-211.0,-92,287.0,35.0,186,-58,1,-120,-7,-15.0,5,61,1,-26,DC..L,L,,,,,,,,-2972,,,,,,2803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-26,1021,2263,135,135.0,1,269,153,478,300,17,371,0.0,39,188,-13.0,703,296,0.0,2717,1357,177.0,-0.74934,7922.0,1162.36,2582,3174,1733.0,2428.0,1387,5494.0,7922.0,1464.0,1021,,,,1160.0,0.03966,,-46,-72.0,-70.0,-86.0,-33.0,-7,-16,,4739.0,,4772.0,95,,-98,52,5,-172.0,-100,296.0,180.0,181,-52,5,-63,-5,29.0,-33,-32,-2,-52,DC..L,L,,,,,,,,4677,,,,,,2821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-27,1039,2263,665,665.0,1,562,156,464,288,18,387,0.0,18,169,,900,282,0.0,2350,276,376.0,-0.57241,7145.0,1160.0,2878,3081,930.0,2640.0,1156,4505.0,7145.0,368.0,1039,,,,1159.0,0.19672,,-13,152.0,149.0,181.0,200.0,-6,32,,5540.0,,5340.0,61,,-82,9,21,-38.0,-82,134.0,-157.0,78,-10,-1,-2,0,13.0,200,13,0,-26,DC..L,L,,,,,,,,5279,,,,,,2840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,4.399,112.32,51.418,51.418,16.714,4.479,,1.433,397.007,1532.679,0.66,0.0,,10.734,,0.327,0.0,1.3239999999999998,,21.837,1035.861,6.95497,1616.321,167.13853,59.712,37.925,418.672,1163.876,0.412,452.445,1616.321,414.193,5.723,,19.823,,166.02562,-0.01731,45.22,-4.966,-2.874,-2.874,-2.373,2.565,0.028,0.501,,65.043,4.964,42.655,,,-14.241999999999997,5.276000000000001,0.28300000000000003,21.889,-13.605000000000004,37.58599999999999,-4.668,0.901,-0.919,,51.209,-0.014000000000000012,45.87,2.5649999999999977,38.788,0.6370000000000005,-28.387000000000004,BYG.L,L,,,,-1.019,,37.691,,,,4.748,,17.964,-0.908,,2.159,22.745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,4.536,112.335,5.548,5.548,16.713,4.413,,1.433,345.869,1554.696,0.646,0.0,,10.096,,0.228,0.0,1.3410000000000002,,22.333,1066.025,7.13595,1598.604,167.12853,19.496,40.811,367.924,1194.054,0.304,404.55,1598.604,363.511,5.877,,19.05,,167.40064,0.57019,45.22,-4.896,95.45,95.45,95.82,100.663,0.053,0.37,,64.27,5.498,-55.443,,,-49.506,5.755,0.178,-14.22,-34.163,36.029,-5.826,0.974,,,12.232,0.867,-12.354,100.663,-59.782,15.343,-27.319,BYG.L,L,,,,-1.019,,-60.941,,,,9.966,,16.336,-1.3,,7.767,23.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,4.528,111.514,17.902,17.902,16.667,4.223,,1.433,333.279,1456.598,1.332,0.0,,9.319,,,0.581,1.5020000000000007,,21.713,996.735,6.73484,1520.197,166.66516,38.54,45.872,354.651,1123.897,0.282,396.3,1520.197,350.428,6.03,,19.617,,175.82079,0.37187,43.633,-4.482,65.383,65.383,65.422,69.852,0.052,0.039,,63.25,5.026,-26.219,,,-59.467999999999996,5.243000000000001,0.112,32.992,-58.714999999999996,37.574000000000005,-2.939,1.4089999999999998,-0.367,,60.743,0.257000000000005,11.850999999999999,69.852,-30.747999999999998,0.7530000000000001,-27.641,BYG.L,L,,,,-1.019,,-31.245,,,,15.522,,16.808,-0.992,,14.326,22.705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,166.9,,7.8,76.6,66,72.1,45.3,486.3,249.0,,5.6,0.0,0.8,41.5,-10.7,43.7,30.5,7.0,174.5,319.4,477.8,0.17783,1206.2,263.17803,364.4,288.1,360.4,533.1,113.1,673.1,1206.2,288.3,173.9,,,12.7,262.0,0.00191,,-5.4,7.9,9.0,12.4,19.9,-2.1,3.4,,467.5,,447.6,7.5,12.5,-35.2,8.0,16.700000000000003,-111.7,-41.7,40.10000000000001,-13.8,23.799999999999997,-8.7,-1.4,-86.7,0.2,-114.7,9.0,8.6,-6.5,-16.5,ESNT.L,L,62.6,7.7,,,,,-1.1,427.4,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
